name	url
finngen_R11_I9_HYPERTROCARDMYOP	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_HYPERTROCARDMYOP.FINEMAP.snp.bgz
finngen_R11_H7_HEREDRETINADYST	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H7_HEREDRETINADYST.FINEMAP.snp.bgz
finngen_R11_M13_ARTHROPATHIES	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_ARTHROPATHIES.FINEMAP.snp.bgz
finngen_R11_I9_VEINSOTH	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_VEINSOTH.FINEMAP.snp.bgz
finngen_R11_G6_MUSDYST	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_G6_MUSDYST.FINEMAP.snp.bgz
finngen_R11_M13_DUPUTRYEN	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_DUPUTRYEN.FINEMAP.snp.bgz
finngen_R11_I9_PHLETHROMBDVTLOW	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_PHLETHROMBDVTLOW.FINEMAP.snp.bgz
finngen_R11_H7_CATARACTSENILE	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H7_CATARACTSENILE.FINEMAP.snp.bgz
finngen_R11_MUCOPROCT	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_MUCOPROCT.FINEMAP.snp.bgz
finngen_R11_L12_PAPULOSQUAMOUS	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_L12_PAPULOSQUAMOUS.FINEMAP.snp.bgz
finngen_R11_KRA_PSY_ANYMENTAL	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_KRA_PSY_ANYMENTAL.FINEMAP.snp.bgz
finngen_R11_K11_ENERCOLNONINF	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_K11_ENERCOLNONINF.FINEMAP.snp.bgz
finngen_R11_RHEUMA_SEROPOS_OTH	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_RHEUMA_SEROPOS_OTH.FINEMAP.snp.bgz
finngen_R11_M13_DORSOPATHYOTH	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_DORSOPATHYOTH.FINEMAP.snp.bgz
finngen_R11_L12_PSORIASIS	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_L12_PSORIASIS.FINEMAP.snp.bgz
finngen_R11_L12_ACTINKERA	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_L12_ACTINKERA.FINEMAP.snp.bgz
finngen_R11_J10_NASALPOLYP	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_J10_NASALPOLYP.FINEMAP.snp.bgz
finngen_R11_I9_CARDMYO	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_CARDMYO.FINEMAP.snp.bgz
finngen_R11_HYPOTHY_REIMB	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_HYPOTHY_REIMB.FINEMAP.snp.bgz
finngen_R11_THYROTOXICOSIS	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_THYROTOXICOSIS.FINEMAP.snp.bgz
finngen_R11_RHEUMA_SEROPOS_WIDE	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_RHEUMA_SEROPOS_WIDE.FINEMAP.snp.bgz
finngen_R11_E4_THYTOXGOITDIF	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_THYTOXGOITDIF.FINEMAP.snp.bgz
finngen_R11_D3_COAGOTHER	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_COAGOTHER.FINEMAP.snp.bgz
finngen_R11_M13_SPONDYLOPATHY	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_SPONDYLOPATHY.FINEMAP.snp.bgz
finngen_R11_G6_AD_WIDE	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_G6_AD_WIDE.FINEMAP.snp.bgz
finngen_R11_D3_COAGDEFNAS	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_COAGDEFNAS.FINEMAP.snp.bgz
finngen_R11_ST19_FRACT_FOREA	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_ST19_FRACT_FOREA.FINEMAP.snp.bgz
finngen_R11_M13_SPINSTENOSIS	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_SPINSTENOSIS.FINEMAP.snp.bgz
finngen_R11_M13_RHEUMA	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_RHEUMA.FINEMAP.snp.bgz
finngen_R11_H7_AMD	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H7_AMD.FINEMAP.snp.bgz
finngen_R11_G6_SLEEPAPNO_INCLAVO	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_G6_SLEEPAPNO_INCLAVO.FINEMAP.snp.bgz
finngen_R11_G6_MYONEU	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_G6_MYONEU.FINEMAP.snp.bgz
finngen_R11_H8_HL_SEN_NAS	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_HL_SEN_NAS.FINEMAP.snp.bgz
finngen_R11_FG_CARDMYO	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_FG_CARDMYO.FINEMAP.snp.bgz
finngen_R11_F5_DEMENTIA	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_DEMENTIA.FINEMAP.snp.bgz
finngen_R11_F5_DEPRESSIO	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_DEPRESSIO.FINEMAP.snp.bgz
finngen_R11_RX_N05C	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_RX_N05C.FINEMAP.snp.bgz
finngen_R11_M13_FIBROBLASTIC	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_FIBROBLASTIC.FINEMAP.snp.bgz
finngen_R11_I9_CARDMYOHYP	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_CARDMYOHYP.FINEMAP.snp.bgz
finngen_R11_G6_SLEEPAPNO	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_G6_SLEEPAPNO.FINEMAP.snp.bgz
finngen_R11_ABDOM_HERNIA	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_ABDOM_HERNIA.FINEMAP.snp.bgz
finngen_R11_WET_AMD	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_WET_AMD.FINEMAP.snp.bgz
finngen_R11_H8_OTOSCLE	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_OTOSCLE.FINEMAP.snp.bgz
finngen_R11_F5_MOOD	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_MOOD.FINEMAP.snp.bgz
finngen_R11_F5_DEMENTIA_INCLAVO	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_DEMENTIA_INCLAVO.FINEMAP.snp.bgz
finngen_R11_E4_OBESITYCAL	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_OBESITYCAL.FINEMAP.snp.bgz
finngen_R11_O15_ICP_WIDE	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_ICP_WIDE.FINEMAP.snp.bgz
finngen_R11_M13_POLYARTHROPATHIES	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_POLYARTHROPATHIES.FINEMAP.snp.bgz
finngen_R11_J10_TONSILLECTOMY	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_J10_TONSILLECTOMY.FINEMAP.snp.bgz
finngen_R11_H7_GLAUCSUSP	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H7_GLAUCSUSP.FINEMAP.snp.bgz
finngen_R11_ALLERG_ASTHMA	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_ALLERG_ASTHMA.FINEMAP.snp.bgz
finngen_R11_RX_PARACETAMOL_NSAID	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_RX_PARACETAMOL_NSAID.FINEMAP.snp.bgz
finngen_R11_O15_ICP_WIDE_EXMORE	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_ICP_WIDE_EXMORE.FINEMAP.snp.bgz
finngen_R11_KRA_PSY_DEMENTIA_EXMORE	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_KRA_PSY_DEMENTIA_EXMORE.FINEMAP.snp.bgz
finngen_R11_ASTHMA_INFECTIONS	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_ASTHMA_INFECTIONS.FINEMAP.snp.bgz
finngen_R11_N14_ENDOMETRIOSIS_ASRM_STAGE3_4	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_ENDOMETRIOSIS_ASRM_STAGE3_4.FINEMAP.snp.bgz
finngen_R11_MYELOPROF_NONCML	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_MYELOPROF_NONCML.FINEMAP.snp.bgz
finngen_R11_M13_OTHERJOINT	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_OTHERJOINT.FINEMAP.snp.bgz
finngen_R11_K11_UMBHER	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_K11_UMBHER.FINEMAP.snp.bgz
finngen_R11_I9_OTHARR	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_OTHARR.FINEMAP.snp.bgz
finngen_R11_FG_DOAAC	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_FG_DOAAC.FINEMAP.snp.bgz
finngen_R11_ULCERNAS	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_ULCERNAS.FINEMAP.snp.bgz
finngen_R11_N14_ENDOMETRIOSIS_OVARY	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_ENDOMETRIOSIS_OVARY.FINEMAP.snp.bgz
finngen_R11_N14_CALCUKIDUR	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_CALCUKIDUR.FINEMAP.snp.bgz
finngen_R11_L12_PSORI_VULG	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_L12_PSORI_VULG.FINEMAP.snp.bgz
finngen_R11_I9_UAP	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_UAP.FINEMAP.snp.bgz
finngen_R11_T1D	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_T1D.FINEMAP.snp.bgz
finngen_R11_N14_ENDOMETRIOSIS	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_ENDOMETRIOSIS.FINEMAP.snp.bgz
finngen_R11_D3_HEREDOTHCLOFACTORS	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_HEREDOTHCLOFACTORS.FINEMAP.snp.bgz
finngen_R11_SLEEP	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_SLEEP.FINEMAP.snp.bgz
finngen_R11_O15_ICP_EXMORE	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_ICP_EXMORE.FINEMAP.snp.bgz
finngen_R11_N14_HYPERTROPHYBREAST	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_HYPERTROPHYBREAST.FINEMAP.snp.bgz
